location,is_global,year,category,category_standard,rank_position,query
Argentina,False,2008,Conflicto del Campo,Unmapped,1,Retenciones
Argentina,False,2008,Conflicto del Campo,Unmapped,2,Campo vs. Gobierno
Argentina,False,2008,Conflicto del Campo,Unmapped,3,Kirchner
Argentina,False,2008,Conflicto del Campo,Unmapped,4,Alfredo De Angelis
Argentina,False,2008,Conflicto del Campo,Unmapped,5,Cobos
Argentina,False,2008,Economia,Unmapped,1,Dolar
Argentina,False,2008,Economia,Unmapped,2,PBI
Argentina,False,2008,Economia,Unmapped,3,Rentas
Argentina,False,2008,Economia,Unmapped,4,Inflacion
Argentina,False,2008,Economia,Unmapped,5,Crisis
Argentina,False,2008,Fútbol,Unmapped,1,Boca
Argentina,False,2008,Fútbol,Unmapped,2,River
Argentina,False,2008,Fútbol,Unmapped,3,San Lorenzo
Argentina,False,2008,Fútbol,Unmapped,4,Racing
Argentina,False,2008,Fútbol,Unmapped,5,Independiente
Argentina,False,2008,Google,Unmapped,1,Google
Argentina,False,2008,Google,Unmapped,2,Google Earth
Argentina,False,2008,Google,Unmapped,3,Traductor Google
Argentina,False,2008,Google,Unmapped,4,Google Maps
Argentina,False,2008,Google,Unmapped,5,Google Videos
Argentina,False,2008,Más Popular,Unmapped,1,Juegos Juegos
Argentina,False,2008,Más Popular,Unmapped,2,Juegos
Argentina,False,2008,Más Popular,Unmapped,3,Argentina
Argentina,False,2008,Más Popular,Unmapped,4,YouTube
Argentina,False,2008,Más Popular,Unmapped,5,Videos
Argentina,False,2009,Emerging,Unmapped,1,Facebook
Argentina,False,2009,Emerging,Unmapped,2,YouTube
Argentina,False,2009,Emerging,Unmapped,3,Taringa
Argentina,False,2009,Emerging,Unmapped,4,Hotmail
Argentina,False,2009,Emerging,Unmapped,5,Great dt
Argentina,False,2011,Fastest Rising Searches,Searches,1,Facebook
Argentina,False,2011,Fastest Rising Searches,Searches,2,Wachiturros
Argentina,False,2011,Fastest Rising Searches,Searches,3,Padrones
Argentina,False,2011,Fastest Rising Searches,Searches,4,Gran Hermano
Argentina,False,2011,Fastest Rising Searches,Searches,5,Dónde Voto
Argentina,False,2011,People,People,1,Franco De Vita
Argentina,False,2011,People,People,2,Cintia Fernández
Argentina,False,2011,People,People,3,Justin Bieber
Argentina,False,2011,People,People,4,Facundo Cabral
Argentina,False,2011,People,People,5,Amy Winehouse
Argentina,False,2012,Actors,Actors,1,Facundo Arana
Argentina,False,2012,Actors,Actors,2,Sean Penn
Argentina,False,2012,Actors,Actors,3,Viggo Mortensen
Argentina,False,2012,Actors,Actors,4,Eugenia Suarez
Argentina,False,2012,Actors,Actors,5,Frankie Muniz
Argentina,False,2012,How to...,How To,1,Cómo Actualizar Facebook
Argentina,False,2012,How to...,How To,2,Cómo Conseguir Novia
Argentina,False,2012,How to...,How To,3,Cómo Comprar Dólares
Argentina,False,2012,How to...,How To,4,Cómo Se Chapa
Argentina,False,2012,How to...,How To,5,Cómo Desactivar Facebook
Argentina,False,2012,Local Searches,Searches,1,Hotel
Argentina,False,2012,Local Searches,Searches,2,Carrefour
Argentina,False,2012,Local Searches,Searches,3,Nordelta
Argentina,False,2012,Local Searches,Searches,4,Starbucks
Argentina,False,2012,Local Searches,Searches,5,Falabella
Argentina,False,2012,Musicians,Music,1,Whitney Houston
Argentina,False,2012,Musicians,Music,2,Wachiturros
Argentina,False,2012,Musicians,Music,3,Nene malo
Argentina,False,2012,Musicians,Music,4,Adele
Argentina,False,2012,Musicians,Music,5,Violetta
Argentina,False,2012,National Bands,Unmapped,1,Los auténticos decadentes
Argentina,False,2012,National Bands,Unmapped,2,Tan biónica
Argentina,False,2012,National Bands,Unmapped,3,Cabezones
Argentina,False,2012,National Bands,Unmapped,4,Banda de turistas
Argentina,False,2012,National Bands,Unmapped,5,Pescado rabioso
Argentina,False,2012,People,People,1,Maravilla Martinez
Argentina,False,2012,People,People,2,Whitney Houston
Argentina,False,2012,People,People,3,Charlotte Caniggia
Argentina,False,2012,People,People,4,Adele
Argentina,False,2012,People,People,5,Spinetta
Argentina,False,2012,Searches,Searches,1,Sube
Argentina,False,2012,Searches,Searches,2,Kizi
Argentina,False,2012,Searches,Searches,3,YouTube music
Argentina,False,2012,Searches,Searches,4,Servicio Meteorológico
Argentina,False,2012,Searches,Searches,5,Gran Hermano 2012
Argentina,False,2012,Shopping,Unmapped,1,Samsung Galaxy S3
Argentina,False,2012,Shopping,Unmapped,2,Nokia 500
Argentina,False,2012,Shopping,Unmapped,3,Nokia lumia 900
Argentina,False,2012,Shopping,Unmapped,4,Motorola Razr
Argentina,False,2012,Shopping,Unmapped,5,iPad 3
Argentina,False,2012,Songs,Music,1,Gangnam Style
Argentina,False,2012,Songs,Music,2,Fuiste tu
Argentina,False,2012,Songs,Music,3,Corre Corazón
Argentina,False,2012,Songs,Music,4,Balada Boa
Argentina,False,2012,Songs,Music,5,Me Perdí
Argentina,False,2012,Sports,Sports,1,Juegos Olímpicos
Argentina,False,2012,Sports,Sports,2,Copa Argentina
Argentina,False,2012,Sports,Sports,3,Copa Libertadores 2012
Argentina,False,2012,Sports,Sports,4,Eurocopa
Argentina,False,2012,Sports,Sports,5,Usain Bolt
Argentina,False,2012,What is...,What Is / Questions,1,Qué es 8N
Argentina,False,2012,What is...,What Is / Questions,2,Qué es Aquafresh
Argentina,False,2012,What is...,What Is / Questions,3,Qué es Sopa
Argentina,False,2012,What is...,What Is / Questions,4,Qué es Lipotimia
Argentina,False,2012,What is...,What Is / Questions,5,Qué es Bullying
Argentina,False,2012,World Cities,Unmapped,1,París
Argentina,False,2012,World Cities,Unmapped,2,Madrid
Argentina,False,2012,World Cities,Unmapped,3,Miami
Argentina,False,2012,World Cities,Unmapped,4,Nueva York
Argentina,False,2012,World Cities,Unmapped,5,Marbella
Argentina,False,2013,Acontecimientos,Events,1,Elecciones 2013
Argentina,False,2013,Acontecimientos,Events,2,Meteorito en Rusia
Argentina,False,2013,Acontecimientos,Events,3,Cosquín Rock 2013
Argentina,False,2013,Acontecimientos,Events,4,Tomorrowland 2013
Argentina,False,2013,Acontecimientos,Events,5,Volcán Copahue
Argentina,False,2013,Bandas y músicos,Unmapped,1,Agapornis
Argentina,False,2013,Bandas y músicos,Unmapped,2,Nene Malo
Argentina,False,2013,Bandas y músicos,Unmapped,3,Karina la Princesita
Argentina,False,2013,Bandas y músicos,Unmapped,4,Manolo Galván
Argentina,False,2013,Bandas y músicos,Unmapped,5,Bridgit Mendler
Argentina,False,2013,Búsquedas,Searches,1,Padrón electoral
Argentina,False,2013,Búsquedas,Searches,2,Aliados
Argentina,False,2013,Búsquedas,Searches,3,Dólar blue
Argentina,False,2013,Búsquedas,Searches,4,Feriados 2013
Argentina,False,2013,Búsquedas,Searches,5,Cory Monteith
Argentina,False,2013,Canciones,Music,1,El pollito pio
Argentina,False,2013,Canciones,Music,2,Gangnam style
Argentina,False,2013,Canciones,Music,3,Cumbia papal
Argentina,False,2013,Canciones,Music,4,Limbo
Argentina,False,2013,Canciones,Music,5,Wrecking ball
Argentina,False,2013,Cómo...,How To,1,Cómo descargar Minecraft
Argentina,False,2013,Cómo...,How To,2,Cómo son los niños
Argentina,False,2013,Cómo...,How To,3,Cómo votar
Argentina,False,2013,Cómo...,How To,4,Cómo desbloquear netbook
Argentina,False,2013,Cómo...,How To,5,Cómo salió Independiente
Argentina,False,2013,Deportistas,Athletes,1,Maravilla Martínez
Argentina,False,2013,Deportistas,Athletes,2,Oscar Pistorius
Argentina,False,2013,Deportistas,Athletes,3,Gareth Bale
Argentina,False,2013,Deportistas,Athletes,4,Camila Giorgi
Argentina,False,2013,Deportistas,Athletes,5,Ribair Rodríguez
Argentina,False,2013,Eventos deportivos,Events,1,Dakar 2013
Argentina,False,2013,Eventos deportivos,Events,2,Copa Libertadores
Argentina,False,2013,Eventos deportivos,Events,3,Copa Confederaciones
Argentina,False,2013,Eventos deportivos,Events,4,Wimbledon 2013
Argentina,False,2013,Eventos deportivos,Events,5,Argentina - Colombia
Argentina,False,2013,Películas,Movies,1,Mi Villano Favorito
Argentina,False,2013,Películas,Movies,2,Monsters University
Argentina,False,2013,Películas,Movies,3,Iron Man 3
Argentina,False,2013,Películas,Movies,4,Guerra Mundial Z
Argentina,False,2013,Películas,Movies,5,Metegol
Argentina,False,2013,Personas,People,1,Cory Monteith
Argentina,False,2013,Personas,People,2,Ángeles Rawson
Argentina,False,2013,Personas,People,3,Jorge Bergoglio
Argentina,False,2013,Personas,People,4,Florencia Peña
Argentina,False,2013,Personas,People,5,Ricardo Fort
Argentina,False,2013,Programas de TV,TV Shows,1,Aliados
Argentina,False,2013,Programas de TV,TV Shows,2,Violetta
Argentina,False,2013,Programas de TV,TV Shows,3,Cumbia Ninja
Argentina,False,2013,Programas de TV,TV Shows,4,Farsantes
Argentina,False,2013,Programas de TV,TV Shows,5,The Walking Dead
Argentina,False,2013,Tecnología,Technology,1,Playstation 4
Argentina,False,2013,Tecnología,Technology,2,Nokia Asha 311
Argentina,False,2013,Tecnología,Technology,3,Nokia Lumia 620
Argentina,False,2013,Tecnología,Technology,4,Samsung Galaxy S4
Argentina,False,2013,Tecnología,Technology,5,Samsung Galaxy Fame
Argentina,False,2013,¿Qué es...?,What Is / Questions,1,Qué es Line
Argentina,False,2013,¿Qué es...?,What Is / Questions,2,Qué es jesuita
Argentina,False,2013,¿Qué es...?,What Is / Questions,3,Qué es stalkear
Argentina,False,2013,¿Qué es...?,What Is / Questions,4,Qué es cafetal
Argentina,False,2013,¿Qué es...?,What Is / Questions,5,Qué es Alcatraz
Argentina,False,2014,Acontecimientos,Events,1,Cyber Monday
Argentina,False,2014,Acontecimientos,Events,2,Halloween
Argentina,False,2014,Acontecimientos,Events,3,Hot Sale
Argentina,False,2014,Acontecimientos,Events,4,San Valentín
Argentina,False,2014,Acontecimientos,Events,5,Paro docente
Argentina,False,2014,Bandas y músicos,Unmapped,1,Robbie Williams
Argentina,False,2014,Bandas y músicos,Unmapped,2,Jared Leto
Argentina,False,2014,Bandas y músicos,Unmapped,3,Violetta
Argentina,False,2014,Bandas y músicos,Unmapped,4,Daft Punk
Argentina,False,2014,Bandas y músicos,Unmapped,5,Lorde
Argentina,False,2014,Búsquedas,Searches,1,Mundial 2014
Argentina,False,2014,Búsquedas,Searches,2,Camus Hacker
Argentina,False,2014,Búsquedas,Searches,3,Robin Williams
Argentina,False,2014,Búsquedas,Searches,4,Cyber Monday
Argentina,False,2014,Búsquedas,Searches,5,Gran DT
Argentina,False,2014,Canciones,Music,1,You and I
Argentina,False,2014,Canciones,Music,2,Ella me llama
Argentina,False,2014,Canciones,Music,3,Nothing alone
Argentina,False,2014,Canciones,Music,4,Despacito suavemente charango
Argentina,False,2014,Canciones,Music,5,Dancing Queen
Argentina,False,2014,Cómo...,How To,1,Cómo bailar bachata
Argentina,False,2014,Cómo...,How To,2,Cómo murió Cleopatra
Argentina,False,2014,Cómo...,How To,3,Cómo ser sexy
Argentina,False,2014,Cómo...,How To,4,Cómo machetearse
Argentina,False,2014,Cómo...,How To,5,Cómo limpiar porcelanato
Argentina,False,2014,Deportistas,Athletes,1,Ezequiel Lavezzi
Argentina,False,2014,Deportistas,Athletes,2,Neymar
Argentina,False,2014,Deportistas,Athletes,3,Jonás Gutiérrez
Argentina,False,2014,Deportistas,Athletes,4,Tito Vilanova
Argentina,False,2014,Deportistas,Athletes,5,Jules Bianchi
Argentina,False,2014,Eventos deportivos,Events,1,Mundial 2014
Argentina,False,2014,Eventos deportivos,Events,2,Dakar
Argentina,False,2014,Eventos deportivos,Events,3,Copa Argentina
Argentina,False,2014,Eventos deportivos,Events,4,Sochi 2014
Argentina,False,2014,Eventos deportivos,Events,5,Australian Open
Argentina,False,2014,Juegos,Games,1,Gran DT
Argentina,False,2014,Juegos,Games,2,Flappy Bird
Argentina,False,2014,Juegos,Games,3,Preguntados
Argentina,False,2014,Juegos,Games,4,2048
Argentina,False,2014,Juegos,Games,5,Pinturillo
Argentina,False,2014,Películas,Movies,1,Annabelle
Argentina,False,2014,Películas,Movies,2,Relatos salvajes
Argentina,False,2014,Películas,Movies,3,Patch Adams
Argentina,False,2014,Películas,Movies,4,Bañeros 4
Argentina,False,2014,Películas,Movies,5,Socios por accidente
Argentina,False,2014,Personas,People,1,Robin Williams
Argentina,False,2014,Personas,People,2,Jorge Ibáñez
Argentina,False,2014,Personas,People,3,Ezequiel Lavezzi
Argentina,False,2014,Personas,People,4,Nazarena Vélez
Argentina,False,2014,Personas,People,5,Philip Seymour Hoffman
Argentina,False,2014,Programas de TV,TV Shows,1,Sres. Papis
Argentina,False,2014,Programas de TV,TV Shows,2,La vida sigue
Argentina,False,2014,Programas de TV,TV Shows,3,Guapas Canal 13
Argentina,False,2014,Programas de TV,TV Shows,4,Master Chef
Argentina,False,2014,Programas de TV,TV Shows,5,Hemlock Grove
Argentina,False,2014,Qué...,What Is / Questions,1,Qué es ébola
Argentina,False,2014,Qué...,What Is / Questions,2,Qué significa selfie
Argentina,False,2014,Qué...,What Is / Questions,3,Qué es default
Argentina,False,2014,Qué...,What Is / Questions,4,Qué significa FIFA
Argentina,False,2014,Qué...,What Is / Questions,5,Qué son las anfetaminas
Argentina,False,2015,Acontecimientos,Events,1,Elecciones 2015
Argentina,False,2015,Acontecimientos,Events,2,Ni una menos
Argentina,False,2015,Acontecimientos,Events,3,Paritarias comercio 2015
Argentina,False,2015,Acontecimientos,Events,4,Volcán Calbuco
Argentina,False,2015,Acontecimientos,Events,5,Cyber Monday
Argentina,False,2015,Búsquedas,Searches,1,Padrón electoral
Argentina,False,2015,Búsquedas,Searches,2,Copa América
Argentina,False,2015,Búsquedas,Searches,3,Dubsmash
Argentina,False,2015,Búsquedas,Searches,4,Gran hermano 2015
Argentina,False,2015,Búsquedas,Searches,5,Las mil y una noches
Argentina,False,2015,Cómo...,How To,1,Cómo saber dónde voto
Argentina,False,2015,Cómo...,How To,2,Cómo van las elecciones
Argentina,False,2015,Cómo...,How To,3,Cómo activar las llamadas de WhatsApp
Argentina,False,2015,Cómo...,How To,4,Cómo hacer pulseras de gomitas
Argentina,False,2015,Cómo...,How To,5,Cómo votar
Argentina,False,2015,Eventos deportivos,Events,1,Copa América
Argentina,False,2015,Eventos deportivos,Events,2,Dakar 2015
Argentina,False,2015,Eventos deportivos,Events,3,Copa Libertadores 2015
Argentina,False,2015,Eventos deportivos,Events,4,Boca vs River
Argentina,False,2015,Eventos deportivos,Events,5,Medallero Panamericano 2015
Argentina,False,2015,Música,Music,1,Márama
Argentina,False,2015,Música,Music,2,Militta Bora
Argentina,False,2015,Música,Music,3,Rombai
Argentina,False,2015,Música,Music,4,Chano
Argentina,False,2015,Música,Music,5,Daniel Rabinovich
Argentina,False,2015,Películas,Movies,1,Abzurdah
Argentina,False,2015,Películas,Movies,2,Intensamente
Argentina,False,2015,Películas,Movies,3,Jurassic World
Argentina,False,2015,Películas,Movies,4,El clan
Argentina,False,2015,Películas,Movies,5,Relatos salvajes
Argentina,False,2015,Personas,People,1,Alberto Nisman
Argentina,False,2015,Personas,People,2,Marina Calabró
Argentina,False,2015,Personas,People,3,Gisela Bernal
Argentina,False,2015,Personas,People,4,Matías Alé
Argentina,False,2015,Personas,People,5,El gigoló
Argentina,False,2015,Programas de TV,TV Shows,1,Gran hermano 2015
Argentina,False,2015,Programas de TV,TV Shows,2,Las mil y una noches
Argentina,False,2015,Programas de TV,TV Shows,3,Esperanza mía
Argentina,False,2015,Programas de TV,TV Shows,4,Rastros de mentiras
Argentina,False,2015,Programas de TV,TV Shows,5,Fear The Walking Dead
Argentina,False,2015,Qué...,What Is / Questions,1,Qué es balotaje
Argentina,False,2015,Qué...,What Is / Questions,2,Qué es ISIS
Argentina,False,2015,Qué...,What Is / Questions,3,Qué son las PASO
Argentina,False,2015,Qué...,What Is / Questions,4,Qué es Kiwi
Argentina,False,2015,Qué...,What Is / Questions,5,Qué es un testudo
Argentina,False,2016,Acontecimientos,Events,1,Elecciones EE.UU.
Argentina,False,2016,Acontecimientos,Events,2,Chapecoense
Argentina,False,2016,Acontecimientos,Events,3,Cyber Monday 2016
Argentina,False,2016,Acontecimientos,Events,4,Panamá Papers
Argentina,False,2016,Acontecimientos,Events,5,Premios Oscar 2016
Argentina,False,2016,Búsquedas,Searches,1,Juegos Olímpicos Río 2016
Argentina,False,2016,Búsquedas,Searches,2,Pokémon GO
Argentina,False,2016,Búsquedas,Searches,3,Copa América 2016
Argentina,False,2016,Búsquedas,Searches,4,Slither.io
Argentina,False,2016,Búsquedas,Searches,5,Juan Martín del Potro
Argentina,False,2016,Cuándo...,Unmapped,1,Cuándo sale Pokémon GO en Argentina
Argentina,False,2016,Cuándo...,Unmapped,2,Cuándo comienzan las clases en 2016
Argentina,False,2016,Cuándo...,Unmapped,3,Cuándo juega Del Potro
Argentina,False,2016,Cuándo...,Unmapped,4,Cuándo cobro mi asignación
Argentina,False,2016,Cuándo...,Unmapped,5,Cuándo cobran los jubilados
Argentina,False,2016,Cómo...,How To,1,Cómo hacer panqueques
Argentina,False,2016,Cómo...,How To,2,Cómo bajar la panza
Argentina,False,2016,Cómo...,How To,3,Cómo dibujar
Argentina,False,2016,Cómo...,How To,4,Cómo hacer buñuelos
Argentina,False,2016,Cómo...,How To,5,Cómo sacar porcentajes
Argentina,False,2016,Deportistas,Athletes,1,Juan Martín del Potro
Argentina,False,2016,Deportistas,Athletes,2,Michael Phelps
Argentina,False,2016,Deportistas,Athletes,3,Andy Murray
Argentina,False,2016,Deportistas,Athletes,4,Simone Biles
Argentina,False,2016,Deportistas,Athletes,5,Los jaguares
Argentina,False,2016,Eventos deportivos,Events,1,Juegos Olímpicos Río 2016
Argentina,False,2016,Eventos deportivos,Events,2,Copa América 2016
Argentina,False,2016,Eventos deportivos,Events,3,Dakar 2016
Argentina,False,2016,Eventos deportivos,Events,4,Copa Davis
Argentina,False,2016,Eventos deportivos,Events,5,Eurocopa
Argentina,False,2016,Música,Music,1,David Bowie
Argentina,False,2016,Música,Music,2,Márama
Argentina,False,2016,Música,Music,3,Prince
Argentina,False,2016,Música,Music,4,Juan Gabriel
Argentina,False,2016,Música,Music,5,Gilda
Argentina,False,2016,Películas,Movies,1,"Gilda, No me arrepiento de este amor"
Argentina,False,2016,Películas,Movies,2,Deadpool
Argentina,False,2016,Películas,Movies,3,El conjuro 2
Argentina,False,2016,Películas,Movies,4,Escuadrón suicida
Argentina,False,2016,Películas,Movies,5,Batman vs Superman
Argentina,False,2016,Personas,People,1,Donald Trump
Argentina,False,2016,Personas,People,2,Luisana Lopilato
Argentina,False,2016,Personas,People,3,Pampita
Argentina,False,2016,Personas,People,4,Alan Rickman
Argentina,False,2016,Personas,People,5,Marina Joyce
Argentina,False,2016,Programas de TV,TV Shows,1,Gran Hermano 2016
Argentina,False,2016,Programas de TV,TV Shows,2,Soy Luna
Argentina,False,2016,Programas de TV,TV Shows,3,Moisés y los diez mandamientos
Argentina,False,2016,Programas de TV,TV Shows,4,Stranger Things
Argentina,False,2016,Programas de TV,TV Shows,5,Los ricos no piden permiso
Argentina,False,2016,Qué...,What Is / Questions,1,Qué es Uber
Argentina,False,2016,Qué...,What Is / Questions,2,Qué es el dengue
Argentina,False,2016,Qué...,What Is / Questions,3,Qué es Pokémon GO
Argentina,False,2016,Qué...,What Is / Questions,4,Qué es el Brexit
Argentina,False,2016,Qué...,What Is / Questions,5,Qué significa vetar una ley
Argentina,False,2016,Videojuegos,Games,1,Pokémon GO
Argentina,False,2016,Videojuegos,Games,2,Slither.io
Argentina,False,2016,Videojuegos,Games,3,Simsimi
Argentina,False,2016,Videojuegos,Games,4,Atari Breakout
Argentina,False,2016,Videojuegos,Games,5,Diep.io
Argentina,False,2017,Acontecimientos,Events,1,Elecciones PASO
Argentina,False,2017,Acontecimientos,Events,2,ARA San Juan
Argentina,False,2017,Acontecimientos,Events,3,Huracán Irma
Argentina,False,2017,Acontecimientos,Events,4,CyberMonday
Argentina,False,2017,Acontecimientos,Events,5,Terremoto en México
Argentina,False,2017,Búsquedas,Searches,1,Padrón electoral
Argentina,False,2017,Búsquedas,Searches,2,ARA San Juan
Argentina,False,2017,Búsquedas,Searches,3,Santiago Maldonado
Argentina,False,2017,Búsquedas,Searches,4,Rocío Gancedo
Argentina,False,2017,Búsquedas,Searches,5,Fixture Mundial 2018
Argentina,False,2017,Cómo,How To,1,Cómo saber dónde voto
Argentina,False,2017,Cómo,How To,2,Cómo hacer huevos de pascua
Argentina,False,2017,Cómo,How To,3,Cómo saber si estoy afiliado a un partido
Argentina,False,2017,Cómo,How To,4,Cómo hacer slime
Argentina,False,2017,Cómo,How To,5,Cómo hacer rosca de pascua
Argentina,False,2017,Deportes,Sports,1,Fixture Mundial 2018
Argentina,False,2017,Deportes,Sports,2,Peru vs Nueva Zelanda
Argentina,False,2017,Deportes,Sports,3,Mayweather vs McGregor
Argentina,False,2017,Deportes,Sports,4,Argentina vs Brasil
Argentina,False,2017,Deportes,Sports,5,Argentina vs Nigeria
Argentina,False,2017,Música,Music,1,Despacito
Argentina,False,2017,Música,Music,2,Chris Cornell
Argentina,False,2017,Música,Music,3,Chester Bennington
Argentina,False,2017,Música,Music,4,María Martha Serra Lima
Argentina,False,2017,Música,Music,5,Horacio Guarany
Argentina,False,2017,Películas,Movies,1,It
Argentina,False,2017,Películas,Movies,2,Rápido y Furioso 8
Argentina,False,2017,Películas,Movies,3,La La Land
Argentina,False,2017,Películas,Movies,4,Logan
Argentina,False,2017,Películas,Movies,5,Moonlight
Argentina,False,2017,Personas,People,1,Santiago Maldonado
Argentina,False,2017,Personas,People,2,Rocío Gancedo
Argentina,False,2017,Personas,People,3,Chris Cornell
Argentina,False,2017,Personas,People,4,Natacha Jaitt
Argentina,False,2017,Personas,People,5,Yanina Latorre
Argentina,False,2017,Qué,What Is / Questions,1,Qué es asperger
Argentina,False,2017,Qué,What Is / Questions,2,Qué es aneurisma
Argentina,False,2017,Qué,What Is / Questions,3,Qué es un spinner
Argentina,False,2017,Qué,What Is / Questions,4,Qué significa ATR
Argentina,False,2017,Qué,What Is / Questions,5,Qué pasa si no voto
Argentina,False,2017,Series y programas de TV,TV Shows,1,13 Reasons Why
Argentina,False,2017,Series y programas de TV,TV Shows,2,Las Estrellas
Argentina,False,2017,Series y programas de TV,TV Shows,3,Despedida de solteros
Argentina,False,2017,Series y programas de TV,TV Shows,4,Un gallo para Esculapio
Argentina,False,2017,Series y programas de TV,TV Shows,5,Adda
Argentina,False,2018,Acontecimientos,Events,1,Mundial 2018
Argentina,False,2018,Acontecimientos,Events,2,G-20
Argentina,False,2018,Acontecimientos,Events,3,Ley del Aborto
Argentina,False,2018,Acontecimientos,Events,4,Partido Boca River
Argentina,False,2018,Acontecimientos,Events,5,Hot Sale 2018
Argentina,False,2018,Búsquedas 2018,Searches,1,Mundial 2018
Argentina,False,2018,Búsquedas 2018,Searches,2,Dólar
Argentina,False,2018,Búsquedas 2018,Searches,3,Débora Pérez Volpin
Argentina,False,2018,Búsquedas 2018,Searches,4,Stan Lee
Argentina,False,2018,Búsquedas 2018,Searches,5,Juan Martín del Potro
Argentina,False,2018,Cómo,How To,1,Cómo registrar el celular
Argentina,False,2018,Cómo,How To,2,Cómo va la votación del aborto en el Senado
Argentina,False,2018,Cómo,How To,3,Cómo saber si soy aportante de Cambiemos
Argentina,False,2018,Cómo,How To,4,Cómo salió Del Potro
Argentina,False,2018,Cómo,How To,5,Cómo se llama la mascota del Mundial
Argentina,False,2018,Deportistas,Athletes,1,Juan Martín Del Potro
Argentina,False,2018,Deportistas,Athletes,2,Kylian Mbappé
Argentina,False,2018,Deportistas,Athletes,3,Javier Mascherano
Argentina,False,2018,Deportistas,Athletes,4,Jorge Sampaoli
Argentina,False,2018,Deportistas,Athletes,5,Franco Armani
Argentina,False,2018,Música,Music,1,Luis Miguel
Argentina,False,2018,Música,Music,2,Avicii
Argentina,False,2018,Música,Music,3,Freddie Mercury
Argentina,False,2018,Música,Music,4,Lollapalooza 2018
Argentina,False,2018,Música,Music,5,Demi Lovato
Argentina,False,2018,Películas,Movies,1,El Ángel
Argentina,False,2018,Películas,Movies,2,Bohemian Rhapsody
Argentina,False,2018,Películas,Movies,3,La monja
Argentina,False,2018,Películas,Movies,4,Venom
Argentina,False,2018,Películas,Movies,5,Deadpool 2
Argentina,False,2018,Personas,People,1,Débora Pérez Volpin
Argentina,False,2018,Personas,People,2,Stan Lee
Argentina,False,2018,Personas,People,3,Juan Martín Del Potro
Argentina,False,2018,Personas,People,4,Pity Álvarez
Argentina,False,2018,Personas,People,5,Luis Miguel
Argentina,False,2018,Qué,What Is / Questions,1,Qué significa skere
Argentina,False,2018,Qué,What Is / Questions,2,Qué hora es en Rusia
Argentina,False,2018,Qué,What Is / Questions,3,Qué se celebra el 9 de julio
Argentina,False,2018,Qué,What Is / Questions,4,Qué es el Misoprostol
Argentina,False,2018,Qué,What Is / Questions,5,Qué es una ameba
Argentina,False,2018,Series y programas de TV,TV Shows,1,La casa de papel 2
Argentina,False,2018,Series y programas de TV,TV Shows,2,Luis Miguel
Argentina,False,2018,Series y programas de TV,TV Shows,3,El marginal 2
Argentina,False,2018,Series y programas de TV,TV Shows,4,Simona
Argentina,False,2018,Series y programas de TV,TV Shows,5,Sandro de América
Argentina,False,2019,Acontecimientos,Events,1,Copa América
Argentina,False,2019,Acontecimientos,Events,2,Cyber Monday
Argentina,False,2019,Acontecimientos,Events,3,Elecciones 2019
Argentina,False,2019,Acontecimientos,Events,4,Caída del muro de Berlín
Argentina,False,2019,Acontecimientos,Events,5,Mundial de Básquet
Argentina,False,2019,Búsquedas 2019,Searches,1,Copa América
Argentina,False,2019,Búsquedas 2019,Searches,2,Dónde voto
Argentina,False,2019,Búsquedas 2019,Searches,3,Cyber Monday
Argentina,False,2019,Búsquedas 2019,Searches,4,Natacha Jaitt
Argentina,False,2019,Búsquedas 2019,Searches,5,Cameron Boyce
Argentina,False,2019,Cómo,How To,1,Cómo van las elecciones
Argentina,False,2019,Cómo,How To,2,Cómo saber dónde voto
Argentina,False,2019,Cómo,How To,3,Cómo hacer huevos de pascua
Argentina,False,2019,Cómo,How To,4,Cómo se contagia el hantavirus
Argentina,False,2019,Cómo,How To,5,Cómo salió Colón
Argentina,False,2019,Música,Music,1,Leña para el carbón
Argentina,False,2019,Música,Music,2,Los del Fuego
Argentina,False,2019,Música,Music,3,La Cobra
Argentina,False,2019,Música,Music,4,Billie Eilish
Argentina,False,2019,Música,Music,5,Wos
Argentina,False,2019,Partidos de fútbol,Unmapped,1,Argentina vs Brasil
Argentina,False,2019,Partidos de fútbol,Unmapped,2,Argentina vs Qatar
Argentina,False,2019,Partidos de fútbol,Unmapped,3,Brasil vs Perú
Argentina,False,2019,Partidos de fútbol,Unmapped,4,Argentina vs Paraguay
Argentina,False,2019,Partidos de fútbol,Unmapped,5,Boca vs Arsenal
Argentina,False,2019,Películas,Movies,1,Toy Story 4
Argentina,False,2019,Películas,Movies,2,Joker
Argentina,False,2019,Películas,Movies,3,Avengers Endgame
Argentina,False,2019,Películas,Movies,4,Capitana Marvel
Argentina,False,2019,Películas,Movies,5,It 2
Argentina,False,2019,Personas,People,1,Natacha Jaitt
Argentina,False,2019,Personas,People,2,Cameron Boyce
Argentina,False,2019,Personas,People,3,Sergio Denis
Argentina,False,2019,Personas,People,4,Emiliano Sala
Argentina,False,2019,Personas,People,5,Claudio Bravo Camus
Argentina,False,2019,Qué,What Is / Questions,1,A qué hora juega Argentina
Argentina,False,2019,Qué,What Is / Questions,2,A qué hora es el eclipse
Argentina,False,2019,Qué,What Is / Questions,3,Qué se conmemora el 17 de junio
Argentina,False,2019,Qué,What Is / Questions,4,Qué mide un heliógrafo
