location,is_global,year,category,category_standard,rank_position,query
United States,False,2013,"San Francisco, CA",Unmapped,2,Paul Walker
United States,False,2013,"San Francisco, CA",Unmapped,3,iPhone 5s
United States,False,2013,"San Francisco, CA",Unmapped,4,Boston Marathon
United States,False,2013,"San Francisco, CA",Unmapped,5,Cory Monteith
United States,False,2013,"Seattle, WA",Unmapped,1,Government Shutdown
United States,False,2013,"Seattle, WA",Unmapped,2,Paul Walker
United States,False,2013,"Seattle, WA",Unmapped,3,Boston Marathon
United States,False,2013,"Seattle, WA",Unmapped,4,Seahawks
United States,False,2013,"Seattle, WA",Unmapped,5,iPhone 5s
United States,False,2013,Shoe Brands,Unmapped,1,TOMS
United States,False,2013,Shoe Brands,Unmapped,2,Aldo
United States,False,2013,Shoe Brands,Unmapped,3,Nike
United States,False,2013,Shoe Brands,Unmapped,4,Jessica Simpson
United States,False,2013,Shoe Brands,Unmapped,5,Steve Madden
United States,False,2013,Social Media Sites,Unmapped,1,Tumblr
United States,False,2013,Social Media Sites,Unmapped,2,Facebook
United States,False,2013,Social Media Sites,Unmapped,3,LinkedIn
United States,False,2013,Social Media Sites,Unmapped,4,SoundCloud
United States,False,2013,Social Media Sites,Unmapped,5,Google+
United States,False,2013,Song Lyrics,Music,1,Thrift Shop
United States,False,2013,Song Lyrics,Music,2,Blurred Lines
United States,False,2013,Song Lyrics,Music,3,Wrecking Ball
United States,False,2013,Song Lyrics,Music,4,Royals
United States,False,2013,Song Lyrics,Music,5,Holy Grail
United States,False,2013,Stocks,Unmapped,1,FB
United States,False,2013,Stocks,Unmapped,2,TSLA
United States,False,2013,Stocks,Unmapped,3,TWTR
United States,False,2013,Stocks,Unmapped,4,GOOG
United States,False,2013,Stocks,Unmapped,5,BBRY
United States,False,2013,TV Series Finales,TV Shows,1,Breaking Bad
United States,False,2013,TV Series Finales,TV Shows,2,Buckwild
United States,False,2013,TV Series Finales,TV Shows,3,Ready for Love
United States,False,2013,TV Series Finales,TV Shows,4,Zero Hour
United States,False,2013,TV Series Finales,TV Shows,5,Deception
United States,False,2013,"TV Shows, Trending",TV Shows,1,Breaking Bad
United States,False,2013,"TV Shows, Trending",TV Shows,2,Game of Thrones
United States,False,2013,"TV Shows, Trending",TV Shows,3,Orange Is the New Black
United States,False,2013,"TV Shows, Trending",TV Shows,4,Scandal
United States,False,2013,"TV Shows, Trending",TV Shows,5,House of Cards
United States,False,2013,Tech Gadgets,Technology,1,Playstation 4
United States,False,2013,Tech Gadgets,Technology,2,Samsung Galaxy S4
United States,False,2013,Tech Gadgets,Technology,3,iPhone 5s
United States,False,2013,Tech Gadgets,Technology,4,iPhone 5c
United States,False,2013,Tech Gadgets,Technology,5,iPad Air
United States,False,2013,Top Trending,Searches,1,Paul Walker
United States,False,2013,Top Trending,Searches,2,Boston Marathon Bombing
United States,False,2013,Top Trending,Searches,3,Nelson Mandela
United States,False,2013,Top Trending,Searches,4,Cory Monteith
United States,False,2013,Top Trending,Searches,5,iPhone 5s
United States,False,2013,Toys,Unmapped,1,Pokemon Fusion
United States,False,2013,Toys,Unmapped,2,Play-Doh
United States,False,2013,Toys,Unmapped,3,Digimon Fusion
United States,False,2013,Toys,Unmapped,4,Minecraft Toys
United States,False,2013,Toys,Unmapped,5,Minions
United States,False,2013,Video Games,Games,1,Grand Theft Auto V
United States,False,2013,Video Games,Games,2,Cookie Clicker
United States,False,2013,Video Games,Games,3,Atari Breakout
United States,False,2013,Video Games,Games,4,Candy Crush
United States,False,2013,Video Games,Games,5,BioShock Infinite
United States,False,2013,"Washington, D.C.",Unmapped,1,Boston Marathon
United States,False,2013,"Washington, D.C.",Unmapped,2,Aaron Hernandez
United States,False,2013,"Washington, D.C.",Unmapped,3,iPhone 5s
United States,False,2013,"Washington, D.C.",Unmapped,4,Lil Wayne
United States,False,2013,"Washington, D.C.",Unmapped,5,Cory Monteith
United States,False,2013,Weddings,Unmapped,1,Kerry Washington and Nnamdi Asomugha
United States,False,2013,Weddings,Unmapped,2,Michael Jordan and Yvette Prieto
United States,False,2013,Weddings,Unmapped,3,Aaron Paul and Lauren Parsekian
United States,False,2013,Weddings,Unmapped,4,NeNe Leakes and Gregg Leakes
United States,False,2013,Weddings,Unmapped,5,Melissa Gilbert and Timothy Busfield
United States,False,2014,.gifs,Unmapped,1,Miguel Herrera gif
United States,False,2014,.gifs,Unmapped,2,Frozen gif
United States,False,2014,.gifs,Unmapped,3,Luis Suarez gif
United States,False,2014,.gifs,Unmapped,4,Madden gif
United States,False,2014,.gifs,Unmapped,5,Godzilla gif
United States,False,2014,Actors,Actors,1,Jared Leto
United States,False,2014,Actors,Actors,2,Matthew McConaughey
United States,False,2014,Actors,Actors,3,Macaulay Culkin
United States,False,2014,Actors,Actors,4,Chris Pratt
United States,False,2014,Actors,Actors,5,Theo James
United States,False,2014,Actresses,Actors,1,Jennifer Lawrence
United States,False,2014,Actresses,Actors,2,Renee Zellweger
United States,False,2014,Actresses,Actors,3,Betty White
United States,False,2014,Actresses,Actors,4,Ellen Page
United States,False,2014,Actresses,Actors,5,Kim Novak
United States,False,2014,Athletes,Athletes,1,Ray Rice
United States,False,2014,Athletes,Athletes,2,Adrian Peterson
United States,False,2014,Athletes,Athletes,3,Richard Sherman
United States,False,2014,Athletes,Athletes,4,Paul George
United States,False,2014,Athletes,Athletes,5,Carmelo Anthony
United States,False,2014,Books,Unmapped,1,"Boy, Snow, Bird"
United States,False,2014,Books,Unmapped,2,Blood Will Out
United States,False,2014,Books,Unmapped,3,"Savage Harvest: A Tale of Cannibals, Colonialism, and Michael Rockefeller's Tragic Quest for Primitive Art"
United States,False,2014,Books,Unmapped,4,City of Heavenly Fire
United States,False,2014,Books,Unmapped,5,Flash Boys
United States,False,2014,Calorie Searches,Searches,1,How many calories are in a banana?
United States,False,2014,Calorie Searches,Searches,2,How many calories are in pumpkin pie?
United States,False,2014,Calorie Searches,Searches,3,How many calories are in an apple?
United States,False,2014,Calorie Searches,Searches,4,How many calories are in an egg?
United States,False,2014,Calorie Searches,Searches,5,How many calories are in an avocado?
United States,False,2014,Cars,Unmapped,1,Ford
United States,False,2014,Cars,Unmapped,2,Jeep
United States,False,2014,Cars,Unmapped,3,Dodge
United States,False,2014,Cars,Unmapped,4,Toyota
United States,False,2014,Cars,Unmapped,5,General Motors
United States,False,2014,Celebrity Pregnancies,People,1,Mila Kunis
United States,False,2014,Celebrity Pregnancies,People,2,Ciara
United States,False,2014,Celebrity Pregnancies,People,3,Kourtney Kardashian
United States,False,2014,Celebrity Pregnancies,People,4,Kate Middleton
United States,False,2014,Celebrity Pregnancies,People,5,Kerry Washington
United States,False,2014,Celebrity Weddings of 2014,People,1,Kim Kardashian and Kanye West wedding
United States,False,2014,Celebrity Weddings of 2014,People,2,George Clooney and Amal Alamuddin wedding
United States,False,2014,Celebrity Weddings of 2014,People,3,Angelina Jolie and Brad Pitt wedding
United States,False,2014,Celebrity Weddings of 2014,People,4,Jill Duggar and Derick Dillard wedding
United States,False,2014,Celebrity Weddings of 2014,People,5,Kandi Burruss Todd Tucker wedding
United States,False,2014,Diets,Health,1,Paleo Diet
United States,False,2014,Diets,Health,2,Atkins Diet
United States,False,2014,Diets,Health,3,Gluten Free Diet
United States,False,2014,Diets,Health,4,Mediterranean Diet
United States,False,2014,Diets,Health,5,Dash Diet
United States,False,2014,Donations,Unmapped,1,Donate to ALS
United States,False,2014,Donations,Unmapped,2,Donate to Ebola
United States,False,2014,Donations,Unmapped,3,Donate to Breast Cancer
United States,False,2014,Donations,Unmapped,4,Donate to Goodwill
United States,False,2014,Donations,Unmapped,5,Donate for Veterans
United States,False,2014,Fashion Designers,Unmapped,1,Bethany Mota
United States,False,2014,Fashion Designers,Unmapped,2,Kate Spade
United States,False,2014,Fashion Designers,Unmapped,3,Oscar de la Renta
United States,False,2014,Fashion Designers,Unmapped,4,Rachel Roy
United States,False,2014,Fashion Designers,Unmapped,5,L'Wren Scott
United States,False,2014,Google Doodles of 2014,Unmapped,1,US Valentine's Day 2014
United States,False,2014,Google Doodles of 2014,Unmapped,2,World Cup 2014 - Watching the game while the boss is away
United States,False,2014,Google Doodles of 2014,Unmapped,3,2014 Winter Olympics
United States,False,2014,Google Doodles of 2014,Unmapped,4,Rubik's Cube
United States,False,2014,Google Doodles of 2014,Unmapped,5,Doodle 4 Google 2014 - US Winner
United States,False,2014,How to...?,How To,1,How to Airdrop
United States,False,2014,How to...?,How To,2,How to Contour
United States,False,2014,How to...?,How To,3,How to Vote
United States,False,2014,How to...?,How To,4,How to Kiss
United States,False,2014,How to...?,How To,5,How to Craft
United States,False,2014,IPO's of 2014,Unmapped,1,Alibaba IPO
United States,False,2014,IPO's of 2014,Unmapped,2,GoPro IPO
United States,False,2014,IPO's of 2014,Unmapped,3,King Digital IPO
United States,False,2014,IPO's of 2014,Unmapped,4,Virgin America IPO
United States,False,2014,IPO's of 2014,Unmapped,5,Castlight Health IPO
United States,False,2014,Losses of 2014,Losses,1,Robin Williams
United States,False,2014,Losses of 2014,Losses,2,Joan Rivers
United States,False,2014,Losses of 2014,Losses,3,Philip Seymour Hoffman
United States,False,2014,Losses of 2014,Losses,4,Maya Angelou
United States,False,2014,Losses of 2014,Losses,5,Jan Hooks
United States,False,2014,MLB Players,Unmapped,1,Derek Jeter
United States,False,2014,MLB Players,Unmapped,2,Tony Gwynn
United States,False,2014,MLB Players,Unmapped,3,Oscar Taveras
United States,False,2014,MLB Players,Unmapped,4,Madison Bumgarner
United States,False,2014,MLB Players,Unmapped,5,Hunter Pence
United States,False,2014,MLB Teams,Unmapped,1,Kansas City Royals
United States,False,2014,MLB Teams,Unmapped,2,San Francisco Giants
United States,False,2014,MLB Teams,Unmapped,3,Milwaukee Brewers
United States,False,2014,MLB Teams,Unmapped,4,Baltimore Orioles
United States,False,2014,MLB Teams,Unmapped,5,Seattle Mariners
United States,False,2014,Memes,Memes,1,Tim Howard memes
United States,False,2014,Memes,Memes,2,Kermit memes
United States,False,2014,Memes,Memes,3,Memo Ochoa memes
United States,False,2014,Memes,Memes,4,Kim Kardashian memes
United States,False,2014,Memes,Memes,5,Brazil (National Football Team) memes
United States,False,2014,Movies,Movies,1,Frozen
United States,False,2014,Movies,Movies,2,Interstellar
United States,False,2014,Movies,Movies,3,Divergent
United States,False,2014,Movies,Movies,4,Gone Girl
United States,False,2014,Movies,Movies,5,Lone Survivor
United States,False,2014,Music Artists,Music,1,Iggy Azalea
United States,False,2014,Music Artists,Music,2,Lorde
United States,False,2014,Music Artists,Music,3,Sam Smith
United States,False,2014,Music Artists,Music,4,Meghan Trainor
United States,False,2014,Music Artists,Music,5,Solange Knowles
United States,False,2014,NBA Players,Unmapped,1,Paul George
United States,False,2014,NBA Players,Unmapped,2,Carmelo Anthony
United States,False,2014,NBA Players,Unmapped,3,Kevin Love
United States,False,2014,NBA Players,Unmapped,4,Lebron James
United States,False,2014,NBA Players,Unmapped,5,Shabazz Napier
United States,False,2014,NBA Teams,Unmapped,1,Cleveland Cavaliers
United States,False,2014,NBA Teams,Unmapped,2,San Antonio Spurs
United States,False,2014,NBA Teams,Unmapped,3,Charlotte Hornets
United States,False,2014,NBA Teams,Unmapped,4,Washington Wizards
United States,False,2014,NBA Teams,Unmapped,5,Dallas Mavericks
United States,False,2014,NFL Players,Unmapped,1,Ray Rice
United States,False,2014,NFL Players,Unmapped,2,Adrian Peterson
United States,False,2014,NFL Players,Unmapped,3,Richard Sherman
United States,False,2014,NFL Players,Unmapped,4,Johnny Manziel
United States,False,2014,NFL Players,Unmapped,5,Russell Wilson
United States,False,2014,NFL Teams,Unmapped,1,Seattle Seahawks
United States,False,2014,NFL Teams,Unmapped,2,Cleveland Browns
United States,False,2014,NFL Teams,Unmapped,3,Denver Broncos
United States,False,2014,NFL Teams,Unmapped,4,Buffalo Bills
United States,False,2014,NFL Teams,Unmapped,5,Dallas Cowboys
United States,False,2014,Natural Events,Events,1,Hurricane Arthur
United States,False,2014,Natural Events,Events,2,Chile Earthquake
United States,False,2014,Natural Events,Events,3,Napa Earthquake
United States,False,2014,Natural Events,Events,4,Hurricane Iselle
United States,False,2014,Natural Events,Events,5,Oso Mudslide
United States,False,2014,People,People,1,Jennifer Lawrence
United States,False,2014,People,People,2,Kim Kardashian
United States,False,2014,People,People,3,Tracy Morgan
United States,False,2014,People,People,4,Ray Rice
United States,False,2014,People,People,5,Tony Stewart
United States,False,2014,Podcasts,Unmapped,1,Serial Podcast
United States,False,2014,Podcasts,Unmapped,2,Steve Austin Podcast
United States,False,2014,Podcasts,Unmapped,3,Startup Podcast
United States,False,2014,Podcasts,Unmapped,4,John Batchelor Podcast
United States,False,2014,Podcasts,Unmapped,5,Shane and Friends Podcast
United States,False,2014,Recipes,Recipes,1,Chicken Recipes
United States,False,2014,Recipes,Recipes,2,Meatloaf Recipe
United States,False,2014,Recipes,Recipes,3,Banana Bread Recipe
United States,False,2014,Recipes,Recipes,4,Pancake Recipe
United States,False,2014,Recipes,Recipes,5,Chili Recipe
United States,False,2014,Red Carpet Appearances,Unmapped,1,Rihanna Red Carpet
United States,False,2014,Red Carpet Appearances,Unmapped,2,Lorde Red Carpet
United States,False,2014,Red Carpet Appearances,Unmapped,3,Lupita Red Carpet
United States,False,2014,Red Carpet Appearances,Unmapped,4,Madonna Red Carpet
United States,False,2014,Red Carpet Appearances,Unmapped,5,Pharrell Red Carpet
United States,False,2014,Searches,Searches,1,Robin Williams
United States,False,2014,Searches,Searches,2,World Cup
United States,False,2014,Searches,Searches,3,Ebola
United States,False,2014,Searches,Searches,4,Malaysia Airlines
United States,False,2014,Searches,Searches,5,Flappy Bird
United States,False,2014,Selfies,Unmapped,1,Oscar Selfie
United States,False,2014,Selfies,Unmapped,2,Monkey Selfie
United States,False,2014,Selfies,Unmapped,3,Obama Selfie
United States,False,2014,Selfies,Unmapped,4,Squirrel Selfie
United States,False,2014,Selfies,Unmapped,5,David Ortiz Selfie
United States,False,2014,Song Lyrics,Music,1,Say Something lyrics
United States,False,2014,Song Lyrics,Music,2,Anaconda lyrics
United States,False,2014,Song Lyrics,Music,3,Fancy lyrics
United States,False,2014,Song Lyrics,Music,4,Happy lyrics
United States,False,2014,Song Lyrics,Music,5,Blank Space lyrics
United States,False,2014,Sports Teams,Sports,1,Seattle Seahawks
United States,False,2014,Sports Teams,Sports,2,Kansas City Royals
United States,False,2014,Sports Teams,Sports,3,Cleveland Cavaliers
United States,False,2014,Sports Teams,Sports,4,San Francisco Giants
United States,False,2014,Sports Teams,Sports,5,Cleveland Browns
United States,False,2014,Symptoms,Unmapped,1,Ebola Symptoms
United States,False,2014,Symptoms,Unmapped,2,Flu symptoms
United States,False,2014,Symptoms,Unmapped,3,Pregnancy Symptoms
United States,False,2014,Symptoms,Unmapped,4,Aspergers Symptoms
United States,False,2014,Symptoms,Unmapped,5,ALS Symptoms
United States,False,2014,TV Shows,TV Shows,1,Game of Thrones
United States,False,2014,TV Shows,TV Shows,2,True Detective
United States,False,2014,TV Shows,TV Shows,3,Orange is the New Black
United States,False,2014,TV Shows,TV Shows,4,The Following
United States,False,2014,TV Shows,TV Shows,5,American Horror Story
United States,False,2014,Tech Gadgets,Technology,1,iPhone 6
United States,False,2014,Tech Gadgets,Technology,2,Samsung Galaxy s5
United States,False,2014,Tech Gadgets,Technology,3,Nexus 6
United States,False,2014,Tech Gadgets,Technology,4,Apple Watch
United States,False,2014,Tech Gadgets,Technology,5,Chromecast
United States,False,2014,Video Games,Games,1,Destiny
United States,False,2014,Video Games,Games,2,Titanfall
United States,False,2014,Video Games,Games,3,Watch Dogs
United States,False,2014,Video Games,Games,4,ArcheAge
United States,False,2014,Video Games,Games,5,Call of Duty: Advanced Warfare
United States,False,2014,Workouts and Exercises,Unmapped,1,Insanity
United States,False,2014,Workouts and Exercises,Unmapped,2,T25 Workout
United States,False,2014,Workouts and Exercises,Unmapped,3,Piyo Workout
United States,False,2014,Workouts and Exercises,Unmapped,4,7 Minute Workout
United States,False,2014,Workouts and Exercises,Unmapped,5,P90x
United States,False,2014,World Cup Matches,Unmapped,1,Argentina vs Netherlands
United States,False,2014,World Cup Matches,Unmapped,2,Germany vs Argentina
United States,False,2014,World Cup Matches,Unmapped,3,USA vs Germany
United States,False,2014,World Cup Matches,Unmapped,4,Argentina vs Switzerland
United States,False,2014,World Cup Matches,Unmapped,5,Netherlands vs Mexico
United States,False,2015,Actors,Actors,1,Charlie Sheen
United States,False,2015,Actors,Actors,2,Bill Cosby
United States,False,2015,Actors,Actors,3,Taylor Kinney
United States,False,2015,Actors,Actors,4,Scott Eastwood
United States,False,2015,Actors,Actors,5,James Earl Jones
United States,False,2015,Actresses,Actors,1,Ruby Rose
United States,False,2015,Actresses,Actors,2,Amy Schumer
United States,False,2015,Actresses,Actors,3,Patricia Arquette
United States,False,2015,Actresses,Actors,4,Rumer Willis
United States,False,2015,Actresses,Actors,5,Bryce Dallas Howard
United States,False,2015,Athletes,Athletes,1,Ronda Rousey
United States,False,2015,Athletes,Athletes,2,Holly Holm
United States,False,2015,Athletes,Athletes,3,Stephen Curry
United States,False,2015,Athletes,Athletes,4,Manny Pacquiao
United States,False,2015,Athletes,Athletes,5,Alex Morgan
United States,False,2015,Beauty Questions,What Is / Questions,1,How to do the Kylie Jenner lip challenge?
United States,False,2015,Beauty Questions,What Is / Questions,2,What are lip fillers?
United States,False,2015,Beauty Questions,What Is / Questions,3,How to remove gel nail polish?
United States,False,2015,Beauty Questions,What Is / Questions,4,How to remove acrylic nails at home?
United States,False,2015,Beauty Questions,What Is / Questions,5,How to use beard balm?
United States,False,2015,Beer,Unmapped,1,Bud Light Mixxtail
United States,False,2015,Beer,Unmapped,2,Gose beer
United States,False,2015,Beer,Unmapped,3,Grapefruit beer
United States,False,2015,Beer,Unmapped,4,805 beer
United States,False,2015,Beer,Unmapped,5,SweetWater 420
United States,False,2015,Calorie Searches,Searches,1,Toasted Graham Latte
United States,False,2015,Calorie Searches,Searches,2,Palm Breeze
United States,False,2015,Calorie Searches,Searches,3,Starbucks Flat White
United States,False,2015,Calorie Searches,Searches,4,Grilled Stuft Nachos
United States,False,2015,Calorie Searches,Searches,5,Little Caesars Bacon Wrapped Deep Dish
United States,False,2015,Car Models,Unmapped,1,2016 Chevrolet Malibu
United States,False,2015,Car Models,Unmapped,2,2016 Chevrolet Silverado
United States,False,2015,Car Models,Unmapped,3,2016 Toyota Tacoma
United States,False,2015,Car Models,Unmapped,4,2016 Chevrolet Camaro
United States,False,2015,Car Models,Unmapped,5,Honda HR-V
United States,False,2015,Celebrity Pregnancies,People,1,Kim Kardashian
United States,False,2015,Celebrity Pregnancies,People,2,Nicole Curtis
United States,False,2015,Celebrity Pregnancies,People,3,Bristol Palin
United States,False,2015,Celebrity Pregnancies,People,4,Jessa Duggar
United States,False,2015,Celebrity Pregnancies,People,5,Tiffani Thiessen
United States,False,2015,Celebrity Weddings,People,1,Sofia Vergara and Joe Manganiello
United States,False,2015,Celebrity Weddings,People,2,Nathan Kress London Elise Moore
United States,False,2015,Celebrity Weddings,People,3,Jennifer Aniston and Justin Theroux
United States,False,2015,Celebrity Weddings,People,4,Nicky Hilton and James Rothschild
United States,False,2015,Celebrity Weddings,People,5,Tina Knowles and Richard Larson
United States,False,2015,Cocktails,Unmapped,1,Sangria
United States,False,2015,Cocktails,Unmapped,2,Moscow Mule
United States,False,2015,Cocktails,Unmapped,3,Gimlet
United States,False,2015,Cocktails,Unmapped,4,Cosmopolitan
United States,False,2015,Cocktails,Unmapped,5,Long Island Iced Tea
United States,False,2015,Diets,Health,1,20/20 Diet
United States,False,2015,Diets,Health,2,Carb Cycle Diet
United States,False,2015,Diets,Health,3,Paleo Diet
United States,False,2015,Diets,Health,4,GM Diet Plan
United States,False,2015,Diets,Health,5,Military Diet Plan
United States,False,2015,Dog Questions,What Is / Questions,1,Why do dogs wag their tail?
United States,False,2015,Dog Questions,What Is / Questions,2,How to crate train your puppy?
United States,False,2015,Dog Questions,What Is / Questions,3,How to register a dog as a service animal?
United States,False,2015,Dog Questions,What Is / Questions,4,How to register a dog with the AKC?
United States,False,2015,Dog Questions,What Is / Questions,5,How to keep puppy from eating poop?
United States,False,2015,Fashion Designers,Unmapped,1,Raf Simons
United States,False,2015,Fashion Designers,Unmapped,2,Shoshanna Lonstein Gruss
United States,False,2015,Fashion Designers,Unmapped,3,Giambattista Valli
United States,False,2015,Fashion Designers,Unmapped,4,Thakoon Panichgul
United States,False,2015,Fashion Designers,Unmapped,5,Tadashi Shoji
United States,False,2015,Fashion Questions,What Is / Questions,1,How to walk in heels?
United States,False,2015,Fashion Questions,What Is / Questions,2,What to wear on the first day of school?
United States,False,2015,Fashion Questions,What Is / Questions,3,How to fray jeans?
United States,False,2015,Fashion Questions,What Is / Questions,4,How to tie a shirt?
United States,False,2015,Fashion Questions,What Is / Questions,5,What should a bride wear to the rehearsal dinner?
United States,False,2015,GIF,Unmapped,1,Just Do It
United States,False,2015,GIF,Unmapped,2,John Cena
United States,False,2015,GIF,Unmapped,3,Drake
United States,False,2015,GIF,Unmapped,4,That's Racist
United States,False,2015,GIF,Unmapped,5,Rihanna
United States,False,2015,How to...?,How To,1,How to use the new Snapchat update?
United States,False,2015,How to...?,How To,2,How to solve a rubix cube?
United States,False,2015,How to...?,How To,3,How to get legendary marks?
United States,False,2015,How to...?,How To,4,How to play Charlie Charlie?
United States,False,2015,How to...?,How To,5,How to upgrade to Windows 10?
United States,False,2015,Losses,Losses,1,Bobbi Kristina Brown
United States,False,2015,Losses,Losses,2,Stuart Scott
United States,False,2015,Losses,Losses,3,Sandra Bland
United States,False,2015,Losses,Losses,4,Freddie Gray
United States,False,2015,Losses,Losses,5,Frank Gifford
United States,False,2015,MLB Players,Unmapped,1,Jake Arrieta
United States,False,2015,MLB Players,Unmapped,2,Chase Utley
United States,False,2015,MLB Players,Unmapped,3,Matt Harvey
United States,False,2015,MLB Players,Unmapped,4,Ben Zobrist
United States,False,2015,MLB Players,Unmapped,5,Bartolo Colon
United States,False,2015,MLB Teams,Unmapped,1,New York Mets
United States,False,2015,MLB Teams,Unmapped,2,Toronto Blue Jays
United States,False,2015,MLB Teams,Unmapped,3,Chicago Cubs
United States,False,2015,MLB Teams,Unmapped,4,Houston Astros
United States,False,2015,MLB Teams,Unmapped,5,Kansas City Royals
United States,False,2015,Memes,Memes,1,Pepe the Frog
United States,False,2015,Memes,Memes,2,Rickrolling
United States,False,2015,Memes,Memes,3,Who Knows
United States,False,2015,Memes,Memes,4,Florida Man
United States,False,2015,Memes,Memes,5,O Rly
United States,False,2015,Men's Soccer Players,Unmapped,1,Cristiano Ronaldo
United States,False,2015,Men's Soccer Players,Unmapped,2,Lionel Messi
United States,False,2015,Men's Soccer Players,Unmapped,3,Neymar da Silva Santos Jr
United States,False,2015,Men's Soccer Players,Unmapped,4,Zlatan Ibrahimović
United States,False,2015,Men's Soccer Players,Unmapped,5,Luis Suárez
United States,False,2015,Movies,Movies,1,Jurassic World
United States,False,2015,Movies,Movies,2,American Sniper
United States,False,2015,Movies,Movies,3,Straight Outta Compton
United States,False,2015,Movies,Movies,4,50 Shades of Grey
United States,False,2015,Movies,Movies,5,Furious 7
United States,False,2015,Music Artists,Music,1,Adele
United States,False,2015,Music Artists,Music,2,Sia
United States,False,2015,Music Artists,Music,3,Fetty Wap
United States,False,2015,Music Artists,Music,4,Eazy-E
United States,False,2015,Music Artists,Music,5,Sam Smith
United States,False,2015,NBA Players,Unmapped,1,Stephen Curry
United States,False,2015,NBA Players,Unmapped,2,DeAndre Jordan
United States,False,2015,NBA Players,Unmapped,3,LaMarcus Aldridge
United States,False,2015,NBA Players,Unmapped,4,Zach Lavine
United States,False,2015,NBA Players,Unmapped,5,Andre Iguodala
United States,False,2015,NBA Teams,Unmapped,1,Golden State Warriors
United States,False,2015,NBA Teams,Unmapped,2,Cleveland Cavaliers
United States,False,2015,NBA Teams,Unmapped,3,Atlanta Hawks
United States,False,2015,NBA Teams,Unmapped,4,Houston Rockets
United States,False,2015,NBA Teams,Unmapped,5,Milwaukee Bucks
United States,False,2015,NFL Players,Unmapped,1,DeMarco Murray
United States,False,2015,NFL Players,Unmapped,2,Greg Hardy
United States,False,2015,NFL Players,Unmapped,3,Julian Edelman
United States,False,2015,NFL Players,Unmapped,4,Kam Chancellor
United States,False,2015,NFL Players,Unmapped,5,Adrian Peterson
United States,False,2015,NFL Teams,Unmapped,1,New England Patriots
United States,False,2015,NFL Teams,Unmapped,2,Carolina Panthers
United States,False,2015,NFL Teams,Unmapped,3,Green Bay Packers
United States,False,2015,NFL Teams,Unmapped,4,Indianapolis Colts
United States,False,2015,NFL Teams,Unmapped,5,Tennessee Titans
United States,False,2015,Natural Events,Events,1,Hurricane Patricia
United States,False,2015,Natural Events,Events,2,Hurricane Joaquin
United States,False,2015,Natural Events,Events,3,Tropical Storm Erika
United States,False,2015,Natural Events,Events,4,Tropical Storm Bill
United States,False,2015,Natural Events,Events,5,Nepal Earthquake
United States,False,2015,Oscar Red Carpet Dresses,Unmapped,1,Lupita Nyong'o
United States,False,2015,Oscar Red Carpet Dresses,Unmapped,2,Jennifer Lopez
United States,False,2015,Oscar Red Carpet Dresses,Unmapped,3,Gwyneth Paltrow
United States,False,2015,Oscar Red Carpet Dresses,Unmapped,4,Cate Blanchett
United States,False,2015,Oscar Red Carpet Dresses,Unmapped,5,Dakota Johnson
United States,False,2015,People,People,1,Lamar Odom
United States,False,2015,People,People,2,Caitlyn Jenner
United States,False,2015,People,People,3,Ronda Rousey
United States,False,2015,People,People,4,Donald Trump
United States,False,2015,People,People,5,Ruby Rose
United States,False,2015,Politicians,Politicians,1,Donald Trump
United States,False,2015,Politicians,Politicians,2,Bernie Sanders
United States,False,2015,Politicians,Politicians,3,Carly Fiorina
United States,False,2015,Politicians,Politicians,4,Ben Carson
United States,False,2015,Politicians,Politicians,5,Ted Cruz
United States,False,2015,Recipes,Recipes,1,Pumpkin Seed Recipes
United States,False,2015,Recipes,Recipes,2,Sweet Potato Fries Recipe
United States,False,2015,Recipes,Recipes,3,Philly Cheese Steak Recipe
United States,False,2015,Recipes,Recipes,4,Chicken Recipes
United States,False,2015,Recipes,Recipes,5,Apple Pie Recipe
United States,False,2015,Searches,Searches,1,Lamar Odom
United States,False,2015,Searches,Searches,2,Jurassic World
United States,False,2015,Searches,Searches,3,American Sniper
United States,False,2015,Searches,Searches,4,Caitlyn Jenner
United States,False,2015,Searches,Searches,5,Ronda Rousey
United States,False,2015,Selfies,Unmapped,1,Malia Obama
United States,False,2015,Selfies,Unmapped,2,Miss Lebanon
United States,False,2015,Selfies,Unmapped,3,Al Roker
United States,False,2015,Selfies,Unmapped,4,Bald Eagle
United States,False,2015,Selfies,Unmapped,5,Anna Kendrick
United States,False,2015,Soccer Teams,Unmapped,1,FC Barcelona
United States,False,2015,Soccer Teams,Unmapped,2,Orlando City Soccer
United States,False,2015,Soccer Teams,Unmapped,3,Arsenal FC
United States,False,2015,Soccer Teams,Unmapped,4,Manchester United FC
United States,False,2015,Soccer Teams,Unmapped,5,Chelsea FC
United States,False,2015,Song Lyrics,Music,1,Hello
United States,False,2015,Song Lyrics,Music,2,Take Me to Church
United States,False,2015,Song Lyrics,Music,3,Blank Space
United States,False,2015,Song Lyrics,Music,4,Uptown Funk
United States,False,2015,Song Lyrics,Music,5,Thinking Out Loud
United States,False,2015,Sports Teams,Sports,1,New York Mets
United States,False,2015,Sports Teams,Sports,2,Toronto Blue Jays
United States,False,2015,Sports Teams,Sports,3,Chicago Cubs
United States,False,2015,Sports Teams,Sports,4,Golden State Warriors
United States,False,2015,Sports Teams,Sports,5,Tampa Bay Lightning
United States,False,2015,Symptoms,Unmapped,1,Flu
